timestamp,true,persistence_pred,rf_pred
2020-07-29 20:55:00,875.98,891.21,876.759751899372
2020-07-29 21:00:00,897.05,875.98,894.3980704649699
2020-07-29 21:05:00,889.13,897.05,884.7594983299218
2020-07-29 21:10:00,876.2,889.13,875.4967652216515
2020-07-29 21:15:00,900.73,876.2,900.3263221974829
2020-07-29 21:20:00,878.69,900.73,884.809027753982
2020-07-29 21:25:00,887.73,878.69,888.2088849256736
2020-07-29 21:30:00,900.76,887.73,901.7882574989412
2020-07-29 21:35:00,878.85,900.76,884.809027753982
2020-07-29 21:40:00,902.93,878.85,904.6835335936676
2020-07-29 21:45:00,882.31,902.93,884.809027753982
2020-07-29 21:50:00,884.92,882.31,880.3650779557228
2020-07-29 21:55:00,892.0,884.92,894.2954723426391
2020-07-29 22:00:00,876.93,892.0,880.5255523802175
2020-07-29 22:05:00,895.38,876.93,897.7244645122473
2020-07-29 22:10:00,881.28,895.38,884.3771403004192
2020-07-29 22:15:00,878.97,881.28,878.4157770919334
2020-07-29 22:20:00,895.06,878.97,895.3084729814935
2020-07-29 22:25:00,874.43,895.06,884.3382506250563
2020-07-29 22:30:00,890.3,874.43,887.9519247294987
2020-07-29 22:35:00,888.39,890.3,888.5008824985308
2020-07-29 22:40:00,877.04,888.39,875.1528162435666
2020-07-29 22:45:00,894.55,877.04,897.3272364114981
2020-07-29 22:50:00,877.62,894.55,883.9133956066731
2020-07-29 22:55:00,886.41,877.62,887.8961888881346
2020-07-29 23:00:00,886.8,886.41,886.4181541660028
2020-07-29 23:05:00,876.97,886.8,874.9795845894383
2020-07-29 23:10:00,893.28,876.97,893.962806845459
2020-07-29 23:15:00,885.17,893.28,881.7738854224132
2020-07-29 23:20:00,886.29,885.17,886.4181541660028
2020-07-29 23:25:00,895.52,886.29,894.3376581655525
2020-07-29 23:30:00,883.19,895.52,884.3771403004192
2020-07-29 23:35:00,891.16,883.19,891.5926913701826
2020-07-29 23:40:00,899.12,891.16,896.4870430426699
2020-07-29 23:45:00,878.18,899.12,884.809027753982
2020-07-29 23:50:00,893.04,878.18,895.0515659103388
2020-07-29 23:55:00,892.05,893.04,888.5893709438487
2020-07-30 00:00:00,883.09,892.05,880.5255523802175
2020-07-30 00:05:00,903.08,883.09,900.4556820076118
2020-07-30 00:10:00,888.3,903.08,884.8479174293452
2020-07-30 00:15:00,881.4,888.3,875.2474083244473
2020-07-30 00:20:00,888.05,881.4,886.6815623048692
2020-07-30 00:25:00,894.81,888.05,894.9738635048776
2020-07-30 00:30:00,879.53,894.81,884.0571539451073
2020-07-30 00:35:00,876.3,879.53,878.3412540217198
2020-07-30 00:40:00,884.61,876.3,886.7962166687507
2020-07-30 00:45:00,893.46,884.61,894.2558797619853
2020-07-30 00:50:00,887.38,893.46,883.1364114919729
2020-07-30 00:55:00,880.01,887.38,875.0736792527506
2020-07-30 01:00:00,883.24,880.01,881.2827212146786
2020-07-30 01:05:00,905.57,883.24,903.7424051051385
2020-07-30 01:10:00,883.33,905.57,884.860326536893
2020-07-30 01:15:00,882.88,883.33,884.9799148161901
2020-07-30 01:20:00,900.48,882.88,899.738751264858
2020-07-30 01:25:00,882.02,900.48,884.809027753982
2020-07-30 01:30:00,887.0,882.02,886.8307325461845
2020-07-30 01:35:00,907.22,887.0,904.112229764865
2020-07-30 01:40:00,880.18,907.22,875.6300180897404
2020-07-30 01:45:00,888.64,880.18,887.4871110765334
2020-07-30 01:50:00,904.37,888.64,904.382733072351
2020-07-30 01:55:00,893.94,904.37,894.2380852974596
2020-07-30 02:00:00,881.22,893.94,883.9179229316725
2020-07-30 02:05:00,909.14,881.22,911.5147323302269
2020-07-30 02:10:00,888.66,909.14,892.3933486828828
2020-07-30 02:15:00,888.9,888.66,887.6634741539362
2020-07-30 02:20:00,902.63,888.9,903.4728874179855
2020-07-30 02:25:00,883.49,902.63,886.7886407102504
2020-07-30 02:30:00,910.35,883.49,909.5376020744432
2020-07-30 02:35:00,896.9,910.35,897.4771060056806
2020-07-30 02:40:00,883.88,896.9,885.8906868273995
2020-07-30 02:45:00,902.69,883.88,900.3615004134955
2020-07-30 02:50:00,884.06,902.69,888.5335343869209
2020-07-30 02:55:00,875.41,884.06,874.9239631167161
2020-07-30 03:00:00,891.39,875.41,888.6289430238211
2020-07-30 03:05:00,896.64,891.39,896.4870430426699
2020-07-30 03:10:00,885.85,896.64,884.6547837723404
2020-07-30 03:15:00,908.64,885.85,911.446546823836
2020-07-30 03:20:00,883.88,908.64,885.4138812661208
2020-07-30 03:25:00,912.42,883.88,914.3225356500194
2020-07-30 03:30:00,888.5,912.42,888.7672235191615
2020-07-30 03:35:00,898.15,888.5,902.668171512356
2020-07-30 03:40:00,902.07,898.15,900.0673352127253
2020-07-30 03:45:00,884.82,902.07,886.7544191128419
2020-07-30 03:50:00,904.3,884.82,901.9382997288194
2020-07-30 03:55:00,896.08,904.3,900.4482975242141
2020-07-30 04:00:00,884.51,896.08,884.7197469042477
2020-07-30 04:05:00,906.58,884.51,908.5952996760764
2020-07-30 04:10:00,883.11,906.58,886.9700659233982
2020-07-30 04:15:00,895.66,883.11,893.7165564210424
2020-07-30 04:20:00,904.21,895.66,906.0355257818218
2020-07-30 04:25:00,882.04,904.21,885.897084724195
2020-07-30 04:30:00,899.55,882.04,899.116914298353
2020-07-30 04:35:00,896.57,899.55,897.668959698307
